"antiquewhite2"	"black"	"blue"	"blue4"	"blueviolet"	"brown"	"coral"	"coral3"	"cyan"	"darkgreen"	"darkgrey"	"darkmagenta"	"darkolivegreen"	"darkolivegreen2"	"darkorange"	"darkred"	"darkseagreen3"	"darkturquoise"	"deeppink"	"firebrick3"	"green"	"greenyellow"	"grey"	"grey60"	"honeydew"	"indianred3"	"lavenderblush2"	"lightblue4"	"lightcyan"	"lightcyan1"	"lightgreen"	"lightpink2"	"lightpink3"	"lightslateblue"	"lightsteelblue1"	"lightyellow"	"magenta"	"magenta3"	"magenta4"	"mediumpurple1"	"mediumpurple3"	"mediumpurple4"	"midnightblue"	"navajowhite"	"navajowhite1"	"orange"	"orangered1"	"orangered4"	"paleturquoise"	"palevioletred1"	"palevioletred2"	"pink"	"pink4"	"plum1"	"plum4"	"purple"	"red"	"royalblue"	"saddlebrown"	"salmon"	"salmon1"	"salmon2"	"sienna3"	"sienna4"	"skyblue"	"skyblue3"	"skyblue4"	"steelblue"	"tan"	"tan4"	"thistle"	"thistle3"	"thistle4"	"turquoise"	"violet"	"white"	"yellow"	"yellow3"	"yellowgreen"
"591"	NA	NA	23766	NA	NA	55972	NA	NA	27067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23625	339390	NA	102724587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10013	NA	NA	NA	NA	1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	140890	NA	NA	NA	404550	2662	NA	NA	3309	NA	NA	NA	NA	NA	NA	NA	NA	23063	NA	NA	NA	NA	29948	NA	NA	5591	NA	NA
"592"	NA	NA	317	NA	NA	23172	NA	NA	55065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	285636	55731	NA	283298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64769	NA	NA	NA	NA	26100	NA	NA	NA	NA	NA	NA	NA	NA	NA	92558	NA	NA	NA	2934	7170	NA	NA	728024	NA	NA	NA	NA	NA	NA	NA	NA	54491	NA	NA	NA	NA	8562	NA	NA	405753	NA	NA
"593"	NA	NA	6910	NA	NA	91875	NA	NA	55684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2702	201254	NA	100132891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57587	NA	NA	NA	NA	4939	NA	NA	NA	NA	NA	NA	NA	NA	NA	123970	NA	NA	NA	84326	4791	NA	NA	440498	NA	NA	NA	NA	NA	NA	NA	NA	3842	NA	NA	NA	NA	662	NA	NA	60559	NA	NA
"594"	NA	NA	26608	NA	NA	1902	NA	NA	124739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3189	84929	NA	100288675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9743	NA	NA	NA	NA	8828	NA	NA	NA	NA	NA	NA	NA	NA	NA	960	NA	NA	NA	641977	8292	NA	NA	339500	NA	NA	NA	NA	NA	NA	NA	NA	6519	NA	NA	NA	NA	100130417	NA	NA	3931	NA	NA
"595"	NA	NA	4355	NA	NA	9117	NA	NA	149465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64062	11137	NA	91404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	219525	NA	NA	NA	NA	379	NA	NA	NA	NA	NA	NA	NA	NA	NA	150372	NA	NA	NA	55197	401320	NA	NA	7764	NA	NA	NA	NA	NA	NA	NA	NA	132720	NA	NA	NA	NA	27436	NA	NA	81793	NA	NA
"596"	NA	NA	23543	NA	NA	79982	NA	NA	6504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100132352	6733	NA	55751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10988	NA	NA	NA	NA	58487	NA	NA	NA	NA	NA	NA	NA	NA	NA	387644	NA	NA	NA	115950	102724814	NA	NA	80210	NA	NA	NA	NA	NA	NA	NA	NA	80264	NA	NA	NA	NA	9734	NA	NA	125950	NA	NA
"597"	NA	NA	222255	NA	NA	8915	NA	NA	23285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2146	284385	NA	7227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	376267	NA	NA	NA	NA	10490	NA	NA	NA	NA	NA	NA	NA	NA	NA	1141	NA	NA	NA	342667	285761	NA	NA	51490	NA	NA	NA	NA	NA	NA	NA	NA	6272	NA	NA	NA	NA	8835	NA	NA	5514	NA	NA
"598"	NA	NA	201626	NA	NA	26258	NA	NA	64283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51029	5906	NA	51124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	158293	NA	NA	NA	NA	122525	NA	NA	NA	NA	NA	NA	NA	NA	NA	200298	NA	NA	NA	644	6251	NA	NA	84968	NA	NA	NA	NA	NA	NA	NA	NA	835	NA	NA	NA	NA	57226	NA	NA	10163	NA	NA
"599"	NA	NA	90634	NA	NA	6443	NA	NA	346157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84861	84939	NA	91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7204	NA	NA	NA	NA	22879	NA	NA	NA	NA	NA	NA	NA	NA	NA	29914	NA	NA	NA	100505483	10724	NA	NA	3454	NA	NA	NA	NA	NA	NA	NA	NA	9175	NA	NA	NA	NA	4719	NA	NA	254531	NA	NA
"600"	NA	NA	23348	NA	NA	22902	NA	NA	84176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23048	3752	NA	79736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7482	NA	NA	NA	NA	1604	NA	NA	NA	NA	NA	NA	NA	NA	NA	55007	NA	NA	NA	54756	100131096	NA	NA	144097	NA	NA	NA	NA	NA	NA	NA	NA	2620	NA	NA	NA	NA	84628	NA	NA	29883	NA	NA
"601"	NA	NA	783	NA	NA	55970	NA	NA	10643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	375449	253827	NA	301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54431	NA	NA	NA	NA	1730	NA	NA	NA	NA	NA	NA	NA	NA	NA	828	NA	NA	NA	5017	9836	NA	NA	26515	NA	NA	NA	NA	NA	NA	NA	NA	79364	NA	NA	NA	NA	6201	NA	NA	9641	NA	NA
"602"	NA	NA	9699	NA	NA	7373	NA	NA	56946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11073	10984	NA	4810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55752	NA	NA	NA	NA	11027	NA	NA	NA	NA	NA	NA	NA	NA	NA	55337	NA	NA	NA	645638	221272	NA	NA	2778	NA	NA	NA	NA	NA	NA	NA	NA	10555	NA	NA	NA	NA	23467	NA	NA	50717	NA	NA
"603"	NA	NA	100861554	NA	NA	133015	NA	NA	10454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54014	123606	NA	4041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	645431	NA	NA	NA	NA	10241	NA	NA	NA	NA	NA	NA	NA	NA	NA	64423	NA	NA	NA	91653	60509	NA	NA	8294	NA	NA	NA	NA	NA	NA	NA	NA	79694	NA	NA	NA	NA	84896	NA	NA	55544	NA	NA
"604"	NA	NA	1565	NA	NA	51108	NA	NA	6183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27230	114609	NA	285550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84620	NA	NA	NA	NA	3134	NA	NA	NA	NA	NA	NA	NA	NA	NA	54757	NA	NA	NA	138151	9097	NA	NA	10463	NA	NA	NA	NA	NA	NA	NA	NA	944	NA	NA	NA	NA	79762	NA	NA	10603	NA	NA
"605"	NA	NA	1559	NA	NA	5786	NA	NA	1044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65998	83692	NA	23635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	642475	NA	NA	NA	NA	10010	NA	NA	NA	NA	NA	NA	NA	NA	NA	11329	NA	NA	NA	81502	2175	NA	NA	9400	NA	NA	NA	NA	NA	NA	NA	NA	100506012	NA	NA	NA	NA	6608	NA	NA	440515	NA	NA
"606"	NA	NA	8871	NA	NA	2585	NA	NA	3565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23195	55197	NA	147463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	139886	NA	NA	NA	NA	10555	NA	NA	NA	NA	NA	NA	NA	NA	NA	22941	NA	NA	NA	154313	1200	NA	NA	163081	NA	NA	NA	NA	NA	NA	NA	NA	440515	NA	NA	NA	NA	9140	NA	NA	4191	NA	NA
"607"	NA	NA	84162	NA	NA	284	NA	NA	9001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29941	196446	NA	51360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79148	NA	NA	NA	NA	10963	NA	NA	NA	NA	NA	NA	NA	NA	NA	8578	NA	NA	NA	339456	23252	NA	NA	1663	NA	NA	NA	NA	NA	NA	NA	NA	2355	NA	NA	NA	NA	100132815	NA	NA	83593	NA	NA
"608"	NA	NA	10188	NA	NA	10576	NA	NA	6357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23223	101928388	NA	55031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28511	NA	NA	NA	NA	55614	NA	NA	NA	NA	NA	NA	NA	NA	NA	1803	NA	NA	NA	128414	54858	NA	NA	51011	NA	NA	NA	NA	NA	NA	NA	NA	54435	NA	NA	NA	NA	57136	NA	NA	5987	NA	NA
"609"	NA	NA	7799	NA	NA	55142	NA	NA	51166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8880	9534	NA	7095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25854	NA	NA	NA	NA	4208	NA	NA	NA	NA	NA	NA	NA	NA	NA	4123	NA	NA	NA	151295	2232	NA	NA	221442	NA	NA	NA	NA	NA	NA	NA	NA	287	NA	NA	NA	NA	119504	NA	NA	23053	NA	NA
"610"	NA	NA	10730	NA	NA	10935	NA	NA	137075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4582	10006	NA	79630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	115416	NA	NA	NA	NA	9749	NA	NA	NA	NA	NA	NA	NA	NA	NA	51390	NA	NA	NA	138724	3766	NA	NA	158376	NA	NA	NA	NA	NA	NA	NA	NA	150962	NA	NA	NA	NA	107	NA	NA	64215	NA	NA
"611"	NA	NA	645784	NA	NA	79188	NA	NA	1778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8899	643338	NA	4291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151246	NA	NA	NA	NA	127262	NA	NA	NA	NA	NA	NA	NA	NA	NA	9493	NA	NA	NA	340024	3633	NA	NA	7352	NA	NA	NA	NA	NA	NA	NA	NA	2571	NA	NA	NA	NA	1356	NA	NA	64760	NA	NA
"612"	NA	NA	103752589	NA	NA	7035	NA	NA	221981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64115	10752	NA	93166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1112	NA	NA	NA	NA	5717	NA	NA	NA	NA	NA	NA	NA	NA	NA	65251	NA	NA	NA	653140	150864	NA	NA	144132	NA	NA	NA	NA	NA	NA	NA	NA	125228	NA	NA	NA	NA	604	NA	NA	23381	NA	NA
"613"	NA	NA	5545	NA	NA	6433	NA	NA	5284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	150290	10446	NA	64801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	165829	NA	NA	NA	NA	5707	NA	NA	NA	NA	NA	NA	NA	NA	NA	11169	NA	NA	NA	101929437	11176	NA	NA	9759	NA	NA	NA	NA	NA	NA	NA	NA	126370	NA	NA	NA	NA	6283	NA	NA	54882	NA	NA
"614"	NA	NA	392	NA	NA	58508	NA	NA	219790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10425	3034	NA	5500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85360	NA	NA	NA	NA	9529	NA	NA	NA	NA	NA	NA	NA	NA	NA	3746	NA	NA	NA	59350	203069	NA	NA	4234	NA	NA	NA	NA	NA	NA	NA	NA	84765	NA	NA	NA	NA	9057	NA	NA	27154	NA	NA
"615"	NA	NA	3949	NA	NA	9554	NA	NA	147920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27107	27284	NA	1356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	121457	NA	NA	NA	NA	523	NA	NA	NA	NA	NA	NA	NA	NA	NA	4158	NA	NA	NA	26091	1810	NA	NA	85365	NA	NA	NA	NA	NA	NA	NA	NA	156	NA	NA	NA	NA	440574	NA	NA	23341	NA	NA
"616"	NA	NA	7047	NA	NA	51619	NA	NA	9443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55432	1437	NA	7533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26136	NA	NA	NA	NA	4256	NA	NA	NA	NA	NA	NA	NA	NA	NA	2918	NA	NA	NA	1767	200185	NA	NA	55870	NA	NA	NA	NA	NA	NA	NA	NA	7301	NA	NA	NA	NA	1497	NA	NA	7332	NA	NA
"617"	NA	NA	90806	NA	NA	3690	NA	NA	219539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	129138	1748	NA	65018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55252	NA	NA	NA	NA	6390	NA	NA	NA	NA	NA	NA	NA	NA	NA	990	NA	NA	NA	60680	7016	NA	NA	80018	NA	NA	NA	NA	NA	NA	NA	NA	100506428	NA	NA	NA	NA	90668	NA	NA	729799	NA	NA
"618"	NA	NA	55260	NA	NA	51776	NA	NA	10492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6597	577	NA	5396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3222	NA	NA	NA	NA	9474	NA	NA	NA	NA	NA	NA	NA	NA	NA	4135	NA	NA	NA	7551	55135	NA	NA	51363	NA	NA	NA	NA	NA	NA	NA	NA	117245	NA	NA	NA	NA	55054	NA	NA	23392	NA	NA
"619"	NA	NA	57126	NA	NA	54873	NA	NA	55660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9538	4320	NA	9474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	160897	NA	NA	NA	NA	203100	NA	NA	NA	NA	NA	NA	NA	NA	NA	340024	NA	NA	NA	11011	55024	NA	NA	80124	NA	NA	NA	NA	NA	NA	NA	NA	375341	NA	NA	NA	NA	4726	NA	NA	10594	NA	NA
"620"	NA	NA	10998	NA	NA	10097	NA	NA	9295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	338692	23504	NA	55183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	101928571	NA	NA	NA	NA	10313	NA	NA	NA	NA	NA	NA	NA	NA	NA	7553	NA	NA	NA	140836	10652	NA	NA	81620	NA	NA	NA	NA	NA	NA	NA	NA	6665	NA	NA	NA	NA	2686	NA	NA	55180	NA	NA
"621"	NA	NA	55796	NA	NA	3840	NA	NA	963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55578	53905	NA	8411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4137	NA	NA	NA	NA	811	NA	NA	NA	NA	NA	NA	NA	NA	NA	9021	NA	NA	NA	51099	388569	NA	NA	55083	NA	NA	NA	NA	NA	NA	NA	NA	3248	NA	NA	NA	NA	283104	NA	NA	374819	NA	NA
"622"	NA	NA	140578	NA	NA	80205	NA	NA	8534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2188	55971	NA	151050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51773	NA	NA	NA	NA	91368	NA	NA	NA	NA	NA	NA	NA	NA	NA	100288730	NA	NA	NA	64800	55729	NA	NA	90060	NA	NA	NA	NA	NA	NA	NA	NA	5371	NA	NA	NA	NA	100113407	NA	NA	440193	NA	NA
"623"	NA	NA	55184	NA	NA	23543	NA	NA	133396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55186	64093	NA	129401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57827	NA	NA	NA	NA	201895	NA	NA	NA	NA	NA	NA	NA	NA	NA	10013	NA	NA	NA	57644	3111	NA	NA	79363	NA	NA	NA	NA	NA	NA	NA	NA	10733	NA	NA	NA	NA	54460	NA	NA	91782	NA	NA
"624"	NA	NA	51207	NA	NA	7082	NA	NA	22796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6601	55504	NA	201163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1063	NA	NA	NA	NA	8519	NA	NA	NA	NA	NA	NA	NA	NA	NA	146177	NA	NA	NA	101927565	2193	NA	NA	6886	NA	NA	NA	NA	NA	NA	NA	NA	400499	NA	NA	NA	NA	147495	NA	NA	28972	NA	NA
"625"	NA	NA	54857	NA	NA	224	NA	NA	9262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54480	6238	NA	7082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	402055	NA	NA	NA	NA	26175	NA	NA	NA	NA	NA	NA	NA	NA	NA	9052	NA	NA	NA	85378	2017	NA	NA	1643	NA	NA	NA	NA	NA	NA	NA	NA	23184	NA	NA	NA	NA	54329	NA	NA	5170	NA	NA
"626"	NA	NA	80012	NA	NA	54739	NA	NA	51348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51747	149076	NA	139322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3680	NA	NA	NA	NA	55028	NA	NA	NA	NA	NA	NA	NA	NA	NA	387923	NA	NA	NA	29104	53342	NA	NA	10863	NA	NA	NA	NA	NA	NA	NA	NA	9435	NA	NA	NA	NA	7301	NA	NA	7587	NA	NA
"627"	NA	NA	23539	NA	NA	219285	NA	NA	7781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79650	100506311	NA	84312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	286967	NA	NA	NA	NA	91689	NA	NA	NA	NA	NA	NA	NA	NA	NA	1859	NA	NA	NA	128077	51088	NA	NA	50839	NA	NA	NA	NA	NA	NA	NA	NA	285513	NA	NA	NA	NA	2230	NA	NA	80714	NA	NA
"628"	NA	NA	347735	NA	NA	10346	NA	NA	5743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	283578	81794	NA	8100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100506012	NA	NA	NA	NA	11010	NA	NA	NA	NA	NA	NA	NA	NA	NA	55014	NA	NA	NA	146439	9399	NA	NA	3376	NA	NA	NA	NA	NA	NA	NA	NA	54414	NA	NA	NA	NA	7084	NA	NA	54989	NA	NA
"629"	NA	NA	55387	NA	NA	9338	NA	NA	9570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5529	90167	NA	4139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23168	NA	NA	NA	NA	6741	NA	NA	NA	NA	NA	NA	NA	NA	NA	5819	NA	NA	NA	11346	64852	NA	NA	81559	NA	NA	NA	NA	NA	NA	NA	NA	56969	NA	NA	NA	NA	84883	NA	NA	203274	NA	NA
"630"	NA	NA	80157	NA	NA	162394	NA	NA	5771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	192669	25999	NA	831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22909	NA	NA	NA	NA	55149	NA	NA	NA	NA	NA	NA	NA	NA	NA	100505716	NA	NA	NA	541468	79860	NA	NA	113763	NA	NA	NA	NA	NA	NA	NA	NA	23491	NA	NA	NA	NA	2901	NA	NA	9203	NA	NA
"631"	NA	NA	81626	NA	NA	7050	NA	NA	10560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	253980	55997	NA	220965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6834	NA	NA	NA	NA	10533	NA	NA	NA	NA	NA	NA	NA	NA	NA	10509	NA	NA	NA	162461	9948	NA	NA	29115	NA	NA	NA	NA	NA	NA	NA	NA	441024	NA	NA	NA	NA	10691	NA	NA	4863	NA	NA
"632"	NA	NA	8128	NA	NA	8522	NA	NA	55783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7327	84629	NA	6938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81573	NA	NA	NA	NA	8816	NA	NA	NA	NA	NA	NA	NA	NA	NA	167838	NA	NA	NA	255488	2323	NA	NA	57537	NA	NA	NA	NA	NA	NA	NA	NA	90634	NA	NA	NA	NA	2099	NA	NA	92241	NA	NA
"633"	NA	NA	57828	NA	NA	55454	NA	NA	2531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	220988	23649	NA	81671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10768	NA	NA	NA	NA	25948	NA	NA	NA	NA	NA	NA	NA	NA	NA	389084	NA	NA	NA	100131213	254778	NA	NA	11247	NA	NA	NA	NA	NA	NA	NA	NA	5519	NA	NA	NA	NA	6155	NA	NA	9545	NA	NA
"634"	NA	NA	1839	NA	NA	1845	NA	NA	54806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81490	221662	NA	55088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10206	NA	NA	NA	NA	3052	NA	NA	NA	NA	NA	NA	NA	NA	NA	23457	NA	NA	NA	158787	284403	NA	NA	63910	NA	NA	NA	NA	NA	NA	NA	NA	51059	NA	NA	NA	NA	93643	NA	NA	752	NA	NA
"635"	NA	NA	51531	NA	NA	6093	NA	NA	57157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5532	55758	NA	5136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83943	NA	NA	NA	NA	51406	NA	NA	NA	NA	NA	NA	NA	NA	NA	245972	NA	NA	NA	161931	10320	NA	NA	54681	NA	NA	NA	NA	NA	NA	NA	NA	285965	NA	NA	NA	NA	83451	NA	NA	1196	NA	NA
"636"	NA	NA	84820	NA	NA	1266	NA	NA	3458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6405	101929147	NA	54826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91893	NA	NA	NA	NA	9314	NA	NA	NA	NA	NA	NA	NA	NA	NA	127833	NA	NA	NA	4147	388969	NA	NA	26002	NA	NA	NA	NA	NA	NA	NA	NA	101930421	NA	NA	NA	NA	51250	NA	NA	1108	NA	NA
"637"	NA	NA	79816	NA	NA	84888	NA	NA	10051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	123096	11124	NA	6414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22854	NA	NA	NA	NA	3113	NA	NA	NA	NA	NA	NA	NA	NA	NA	84879	NA	NA	NA	139170	124565	NA	NA	10330	NA	NA	NA	NA	NA	NA	NA	NA	285753	NA	NA	NA	NA	23531	NA	NA	9967	NA	NA
"638"	NA	NA	199731	NA	NA	10150	NA	NA	6623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80853	56521	NA	411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	114904	NA	NA	NA	NA	2359	NA	NA	NA	NA	NA	NA	NA	NA	NA	23436	NA	NA	NA	127428	1629	NA	NA	401320	NA	NA	NA	NA	NA	NA	NA	NA	3148	NA	NA	NA	NA	113235	NA	NA	8554	NA	NA
"639"	NA	NA	79870	NA	NA	54102	NA	NA	64231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7627	55715	NA	10633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23394	NA	NA	NA	NA	5594	NA	NA	NA	NA	NA	NA	NA	NA	NA	51765	NA	NA	NA	728978	145474	NA	NA	27314	NA	NA	NA	NA	NA	NA	NA	NA	55423	NA	NA	NA	NA	28962	NA	NA	389289	NA	NA
"640"	NA	NA	84206	NA	NA	27249	NA	NA	1837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51386	54587	NA	405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83786	NA	NA	NA	NA	7430	NA	NA	NA	NA	NA	NA	NA	NA	NA	94235	NA	NA	NA	400940	9939	NA	NA	84905	NA	NA	NA	NA	NA	NA	NA	NA	1021	NA	NA	NA	NA	9706	NA	NA	408050	NA	NA
"641"	NA	NA	55061	NA	NA	1488	NA	NA	400073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51634	128710	NA	1810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6861	NA	NA	NA	NA	388567	NA	NA	NA	NA	NA	NA	NA	NA	NA	79786	NA	NA	NA	102723886	5298	NA	NA	10943	NA	NA	NA	NA	NA	NA	NA	NA	326	NA	NA	NA	NA	84759	NA	NA	222236	NA	NA
"642"	NA	NA	53632	NA	NA	57447	NA	NA	51092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10494	10940	NA	5910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57707	NA	NA	NA	NA	51573	NA	NA	NA	NA	NA	NA	NA	NA	NA	140699	NA	NA	NA	6434	6907	NA	NA	7095	NA	NA	NA	NA	NA	NA	NA	NA	3613	NA	NA	NA	NA	55352	NA	NA	55705	NA	NA
"643"	NA	NA	84229	NA	NA	4154	NA	NA	23405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7756	474354	NA	25870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	257044	NA	NA	NA	NA	11274	NA	NA	NA	NA	NA	NA	NA	NA	NA	493861	NA	NA	NA	6095	414918	NA	NA	100287616	NA	NA	NA	NA	NA	NA	NA	NA	84196	NA	NA	NA	NA	8576	NA	NA	100507463	NA	NA
"644"	NA	NA	26256	NA	NA	23405	NA	NA	6428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	152189	862	NA	1601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7005	NA	NA	NA	NA	5178	NA	NA	NA	NA	NA	NA	NA	NA	NA	10848	NA	NA	NA	79685	55968	NA	NA	57707	NA	NA	NA	NA	NA	NA	NA	NA	64854	NA	NA	NA	NA	5910	NA	NA	221927	NA	NA
"645"	NA	NA	53940	NA	NA	51454	NA	NA	4300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3632	636	NA	6868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25961	NA	NA	NA	NA	8228	NA	NA	NA	NA	NA	NA	NA	NA	NA	100507501	NA	NA	NA	121601	84061	NA	NA	23119	NA	NA	NA	NA	NA	NA	NA	NA	9744	NA	NA	NA	NA	55203	NA	NA	27148	NA	NA
