"antiquewhite2"	"black"	"blue"	"blue4"	"blueviolet"	"brown"	"coral"	"coral3"	"cyan"	"darkgreen"	"darkgrey"	"darkmagenta"	"darkolivegreen"	"darkolivegreen2"	"darkorange"	"darkred"	"darkseagreen3"	"darkturquoise"	"deeppink"	"firebrick3"	"green"	"greenyellow"	"grey"	"grey60"	"honeydew"	"indianred3"	"lavenderblush2"	"lightblue4"	"lightcyan"	"lightcyan1"	"lightgreen"	"lightpink2"	"lightpink3"	"lightslateblue"	"lightsteelblue1"	"lightyellow"	"magenta"	"magenta3"	"magenta4"	"mediumpurple1"	"mediumpurple3"	"mediumpurple4"	"midnightblue"	"navajowhite"	"navajowhite1"	"orange"	"orangered1"	"orangered4"	"paleturquoise"	"palevioletred1"	"palevioletred2"	"pink"	"pink4"	"plum1"	"plum4"	"purple"	"red"	"royalblue"	"saddlebrown"	"salmon"	"salmon1"	"salmon2"	"sienna3"	"sienna4"	"skyblue"	"skyblue3"	"skyblue4"	"steelblue"	"tan"	"tan4"	"thistle"	"thistle3"	"thistle4"	"turquoise"	"violet"	"white"	"yellow"	"yellow3"	"yellowgreen"
"287"	NA	79618	8091	NA	NA	3842	NA	NA	3552	NA	6309	NA	NA	4689	NA	NA	NA	10501	NA	NA	221079	79814	NA	114907	3151	NA	NA	23338	7874	NA	NA	NA	NA	NA	NA	NA	10014	NA	NA	NA	414777	11261	63899	NA	NA	56950	NA	NA	NA	NA	NA	79637	83640	NA	6624	2920	54619	NA	NA	57670	NA	NA	NA	NA	NA	NA	2618	NA	23498	1824	NA	NA	NA	10412	NA	11070	55571	NA	NA
"288"	NA	157922	91749	NA	NA	6934	NA	NA	1846	NA	80762	NA	NA	280636	NA	NA	NA	27031	NA	NA	90139	23059	NA	7545	685	NA	NA	55278	27085	NA	NA	NA	NA	NA	NA	NA	283450	NA	NA	NA	5239	8754	113419	NA	NA	83444	NA	NA	NA	NA	NA	55222	60592	NA	11083	283209	2776	NA	NA	284739	NA	NA	NA	NA	NA	NA	27115	NA	869	84749	NA	NA	NA	6223	NA	23649	7511	NA	NA
"289"	NA	162517	8498	NA	NA	158471	NA	NA	204851	NA	54819	NA	NA	3384	NA	NA	NA	80006	NA	NA	133746	254228	NA	2098	1066	NA	NA	91746	493753	NA	NA	NA	NA	NA	NA	NA	643749	NA	NA	NA	8470	5434	8881	NA	NA	3300	NA	NA	NA	NA	NA	9801	19	NA	84867	143686	80308	NA	NA	10171	NA	NA	NA	NA	NA	NA	64091	NA	9638	161742	NA	NA	NA	10989	NA	55365	64784	NA	NA
"290"	NA	246744	284274	NA	NA	79832	NA	NA	4644	NA	284297	NA	NA	9260	NA	NA	NA	10434	NA	NA	6787	54716	NA	10124	285761	NA	NA	29883	6908	NA	NA	NA	NA	NA	NA	NA	7483	NA	NA	NA	10915	255220	51105	NA	NA	6046	NA	NA	NA	NA	NA	2768	84898	NA	9645	10277	55193	NA	NA	53345	NA	NA	NA	NA	NA	NA	7450	NA	9211	23167	NA	NA	NA	55331	NA	84172	80167	NA	NA
"291"	NA	140775	102659288	NA	NA	24148	NA	NA	64130	NA	80135	NA	NA	5966	NA	NA	NA	26271	NA	NA	10730	51270	NA	255919	7424	NA	NA	4297	9169	NA	NA	NA	NA	NA	NA	NA	120103	NA	NA	NA	7750	84641	147179	NA	NA	6483	NA	NA	NA	NA	NA	10221	114885	NA	669	129831	1534	NA	NA	134549	NA	NA	NA	NA	NA	NA	7162	NA	79986	6678	NA	NA	NA	102725017	NA	27299	150365	NA	NA
"292"	NA	7343	127579	NA	NA	3301	NA	NA	64098	NA	3357	NA	NA	117246	NA	NA	NA	50640	NA	NA	81606	157695	NA	7077	51503	NA	NA	100272216	145853	NA	NA	NA	NA	NA	NA	NA	598	NA	NA	NA	8847	55246	27042	NA	NA	23708	NA	NA	NA	NA	NA	23550	84102	NA	84058	9682	65057	NA	NA	126433	NA	NA	NA	NA	NA	NA	23243	NA	5680	9236	NA	NA	NA	1632	NA	57124	221785	NA	NA
"293"	NA	284100	90701	NA	NA	54507	NA	NA	3688	NA	388135	NA	NA	29959	NA	NA	NA	4508	NA	NA	8945	256691	NA	51065	231	NA	NA	64061	22916	NA	NA	NA	NA	NA	NA	NA	340481	NA	NA	NA	NA	221	79652	NA	NA	79685	NA	NA	NA	NA	NA	140545	8417	NA	5141	171017	26010	NA	NA	148189	NA	NA	NA	NA	NA	NA	51495	NA	26013	64750	NA	NA	NA	23283	NA	3727	3687	NA	NA
"294"	NA	5649	401172	NA	NA	55915	NA	NA	157739	NA	55109	NA	NA	51385	NA	NA	NA	56474	NA	NA	9968	4361	NA	483	220	NA	NA	30845	10392	NA	NA	NA	NA	NA	NA	NA	50940	NA	NA	NA	NA	2537	6168	NA	NA	23112	NA	NA	NA	NA	NA	89910	9208	NA	11135	284323	221472	NA	NA	317671	NA	NA	NA	NA	NA	NA	649	NA	9970	133584	NA	NA	NA	23529	NA	81894	201161	NA	NA
"295"	NA	79594	80005	NA	NA	4780	NA	NA	55565	NA	9209	NA	NA	3177	NA	NA	NA	84034	NA	NA	84146	55819	NA	351	22949	NA	NA	134510	54974	NA	NA	NA	NA	NA	NA	NA	101927599	NA	NA	NA	NA	3434	10615	NA	NA	138199	NA	NA	NA	NA	NA	101927534	57037	NA	55101	387895	10666	NA	NA	101927275	NA	NA	NA	NA	NA	NA	1462	NA	407	11231	NA	NA	NA	9135	NA	151888	55367	NA	NA
"296"	NA	NA	89849	NA	NA	4013	NA	NA	29116	NA	23061	NA	NA	137682	NA	NA	NA	10473	NA	NA	81669	79937	NA	6648	5903	NA	NA	157562	27030	NA	NA	NA	NA	NA	NA	NA	8701	NA	NA	NA	NA	9014	4318	NA	NA	3184	NA	NA	NA	NA	NA	57085	8994	NA	22846	57786	100499489	NA	NA	64065	NA	NA	NA	NA	NA	NA	6357	NA	6580	84693	NA	NA	NA	79145	NA	375056	148534	NA	NA
"297"	NA	NA	84289	NA	NA	79712	NA	NA	4534	NA	114905	NA	NA	NA	NA	NA	NA	1508	NA	NA	55830	3563	NA	1778	10451	NA	NA	6310	9295	NA	NA	NA	NA	NA	NA	NA	138050	NA	NA	NA	NA	54556	54476	NA	NA	7177	NA	NA	NA	NA	NA	6351	9445	NA	10335	123041	55331	NA	NA	101927702	NA	NA	NA	NA	NA	NA	55784	NA	6340	283849	NA	NA	NA	6257	NA	54815	150275	NA	NA
"298"	NA	NA	4597	NA	NA	26092	NA	NA	79148	NA	154091	NA	NA	NA	NA	NA	NA	3516	NA	NA	3339	23148	NA	115265	1965	NA	NA	8665	84138	NA	NA	NA	NA	NA	NA	NA	10915	NA	NA	NA	NA	3684	55888	NA	NA	64499	NA	NA	NA	NA	NA	1325	64431	NA	23378	23353	200576	NA	NA	391267	NA	NA	NA	NA	NA	NA	9765	NA	57151	649	NA	NA	NA	1946	NA	80832	1285	NA	NA
"299"	NA	NA	3209	NA	NA	4000	NA	NA	146434	NA	2561	NA	NA	NA	NA	NA	NA	4907	NA	NA	64773	266727	NA	6249	3606	NA	NA	2182	65110	NA	NA	NA	NA	NA	NA	NA	342977	NA	NA	NA	NA	51246	2590	NA	NA	58506	NA	NA	NA	NA	NA	56938	2622	NA	7187	3700	22930	NA	NA	6223	NA	NA	NA	NA	NA	NA	84909	NA	5675	64425	NA	NA	NA	7798	NA	3383	317781	NA	NA
"300"	NA	NA	644794	NA	NA	5868	NA	NA	90362	NA	285540	NA	NA	NA	NA	NA	NA	54704	NA	NA	378938	144165	NA	23621	51507	NA	NA	144348	56889	NA	NA	NA	NA	NA	NA	NA	79628	NA	NA	NA	NA	57703	56942	NA	NA	23130	NA	NA	NA	NA	NA	126321	84935	NA	1464	57693	51090	NA	NA	641928	NA	NA	NA	NA	NA	NA	146223	NA	6569	23215	NA	NA	NA	7112	NA	79156	283899	NA	NA
"301"	NA	NA	162681	NA	NA	5965	NA	NA	4204	NA	5917	NA	NA	NA	NA	NA	NA	128387	NA	NA	85364	5101	NA	4983	8425	NA	NA	64844	54896	NA	NA	NA	NA	NA	NA	NA	164045	NA	NA	NA	NA	10483	2549	NA	NA	79158	NA	NA	NA	NA	NA	6789	51575	NA	10397	10683	63932	NA	NA	4763	NA	NA	NA	NA	NA	NA	85358	NA	2263	91663	NA	NA	NA	1979	NA	51667	83592	NA	NA
"302"	NA	NA	115019	NA	NA	10575	NA	NA	100129406	NA	22822	NA	NA	NA	NA	NA	NA	25793	NA	NA	25957	22930	NA	55831	5189	NA	NA	8139	55275	NA	NA	NA	NA	NA	NA	NA	284185	NA	NA	NA	NA	51719	11047	NA	NA	27074	NA	NA	NA	NA	NA	27158	9687	NA	124359	247	23099	NA	NA	56904	NA	NA	NA	NA	NA	NA	4862	NA	2494	135152	NA	NA	NA	254065	NA	2643	10447	NA	NA
"303"	NA	NA	10440	NA	NA	11196	NA	NA	285343	NA	3030	NA	NA	NA	NA	NA	NA	115948	NA	NA	64601	100129447	NA	5937	11343	NA	NA	54878	23177	NA	NA	NA	NA	NA	NA	NA	27245	NA	NA	NA	NA	4067	727820	NA	NA	8019	NA	NA	NA	NA	NA	3038	55975	NA	79149	476	6477	NA	NA	4586	NA	NA	NA	NA	NA	NA	4345	NA	3984	51747	NA	NA	NA	54949	NA	163051	58517	NA	NA
"304"	NA	NA	6340	NA	NA	259230	NA	NA	55669	NA	64072	NA	NA	NA	NA	NA	NA	51429	NA	NA	25829	3646	NA	2773	5091	NA	NA	6218	57380	NA	NA	NA	NA	NA	NA	NA	158158	NA	NA	NA	NA	1351	10630	NA	NA	113251	NA	NA	NA	NA	NA	4830	3087	NA	8859	83700	348110	NA	NA	8220	NA	NA	NA	NA	NA	NA	6925	NA	9372	3162	NA	NA	NA	23329	NA	64919	25989	NA	NA
"305"	NA	NA	3705	NA	NA	115207	NA	NA	8028	NA	100506108	NA	NA	NA	NA	NA	NA	147746	NA	NA	79817	201191	NA	55863	203859	NA	NA	79609	92667	NA	NA	NA	NA	NA	NA	NA	100506930	NA	NA	NA	NA	6279	25871	NA	NA	10945	NA	NA	NA	NA	NA	78992	9488	NA	81570	148789	30000	NA	NA	27436	NA	NA	NA	NA	NA	NA	4628	NA	11278	4015	NA	NA	NA	7322	NA	8821	4968	NA	NA
"306"	NA	NA	92840	NA	NA	8905	NA	NA	114884	NA	5912	NA	NA	NA	NA	NA	NA	148398	NA	NA	267002	58504	NA	153364	3382	NA	NA	81698	80018	NA	NA	NA	NA	NA	NA	NA	642938	NA	NA	NA	NA	29015	5151	NA	NA	3815	NA	NA	NA	NA	NA	100188953	25901	NA	10280	26267	1459	NA	NA	54097	NA	NA	NA	NA	NA	NA	1303	NA	8403	28970	NA	NA	NA	498	NA	64651	284459	NA	NA
"307"	NA	NA	51023	NA	NA	283578	NA	NA	51542	NA	7270	NA	NA	NA	NA	NA	NA	51066	NA	NA	134957	113622	NA	54532	84661	NA	NA	10746	54497	NA	NA	NA	NA	NA	NA	NA	8665	NA	NA	NA	NA	2952	64689	NA	NA	55187	NA	NA	NA	NA	NA	29126	84333	NA	7014	30816	401884	NA	NA	779	NA	NA	NA	NA	NA	NA	3714	NA	5140	9315	NA	NA	NA	10056	NA	1240	51735	NA	NA
"308"	NA	NA	3077	NA	NA	3176	NA	NA	387338	NA	23328	NA	NA	NA	NA	NA	NA	11030	NA	NA	338620	151393	NA	51776	57406	NA	NA	100507117	1416	NA	NA	NA	NA	NA	NA	NA	64856	NA	NA	NA	NA	51433	23013	NA	NA	55841	NA	NA	NA	NA	NA	54872	23590	NA	27101	10773	9144	NA	NA	285613	NA	NA	NA	NA	NA	NA	55779	NA	81027	205327	NA	NA	NA	51287	NA	10342	81037	NA	NA
"309"	NA	NA	54982	NA	NA	1434	NA	NA	3337	NA	3516	NA	NA	NA	NA	NA	NA	11101	NA	NA	835	284656	NA	79901	10439	NA	NA	81533	5876	NA	NA	NA	NA	NA	NA	NA	9730	NA	NA	NA	NA	9583	94081	NA	NA	6925	NA	NA	NA	NA	NA	56912	10944	NA	129303	440434	84271	NA	NA	84991	NA	NA	NA	NA	NA	NA	56950	NA	51230	9698	NA	NA	NA	9553	NA	3145	23524	NA	NA
"310"	NA	NA	3340	NA	NA	55362	NA	NA	4987	NA	11211	NA	NA	NA	NA	NA	NA	7772	NA	NA	509	220082	NA	7468	142891	NA	NA	221443	25929	NA	NA	NA	NA	NA	NA	NA	79009	NA	NA	NA	NA	6742	79693	NA	NA	30846	NA	NA	NA	NA	NA	9683	55320	NA	1295	8288	9798	NA	NA	58515	NA	NA	NA	NA	NA	NA	6422	NA	4686	55669	NA	NA	NA	6204	NA	9858	1870	NA	NA
"311"	NA	NA	55713	NA	NA	55081	NA	NA	60487	NA	51776	NA	NA	NA	NA	NA	NA	2023	NA	NA	23215	441869	NA	3187	51271	NA	NA	84859	26168	NA	NA	NA	NA	NA	NA	NA	363	NA	NA	NA	NA	7247	6197	NA	NA	54733	NA	NA	NA	NA	NA	79803	54986	NA	29107	339263	10929	NA	NA	101060200	NA	NA	NA	NA	NA	NA	178	NA	2914	5587	NA	NA	NA	1434	NA	10462	406934	NA	NA
"312"	NA	NA	4669	NA	NA	323	NA	NA	359948	NA	118429	NA	NA	NA	NA	NA	NA	387590	NA	NA	8502	1974	NA	81689	27258	NA	NA	9821	11201	NA	NA	NA	NA	NA	NA	NA	118472	NA	NA	NA	NA	22797	8148	NA	NA	6891	NA	NA	NA	NA	NA	9991	51635	NA	5873	9394	26155	NA	NA	84679	NA	NA	NA	NA	NA	NA	169792	NA	9687	5154	NA	NA	NA	84328	NA	4775	55102	NA	NA
"313"	NA	NA	8832	NA	NA	324	NA	NA	25950	NA	84898	NA	NA	NA	NA	NA	NA	6496	NA	NA	57018	101928663	NA	1523	51008	NA	NA	414328	55900	NA	NA	NA	NA	NA	NA	NA	100288911	NA	NA	NA	NA	51296	339448	NA	NA	5362	NA	NA	NA	NA	NA	79758	10673	NA	51060	3801	253260	NA	NA	5542	NA	NA	NA	NA	NA	NA	5737	NA	8908	1073	NA	NA	NA	5780	NA	91624	56894	NA	NA
"314"	NA	NA	101927084	NA	NA	1182	NA	NA	83932	NA	79667	NA	NA	NA	NA	NA	NA	9391	NA	NA	7767	119548	NA	84910	1839	NA	NA	26268	2130	NA	NA	NA	NA	NA	NA	NA	6801	NA	NA	NA	NA	334	80335	NA	NA	84629	NA	NA	NA	NA	NA	118424	4152	NA	6899	6092	257106	NA	NA	4802	NA	NA	NA	NA	NA	NA	9201	NA	3745	2909	NA	NA	NA	83989	NA	864	6877	NA	NA
"315"	NA	NA	169841	NA	NA	9747	NA	NA	1362	NA	9053	NA	NA	NA	NA	NA	NA	26521	NA	NA	9054	773	NA	8239	55568	NA	NA	55857	22909	NA	NA	NA	NA	NA	NA	NA	283212	NA	NA	NA	NA	81688	3839	NA	NA	2535	NA	NA	NA	NA	NA	6491	6505	NA	149420	4803	55876	NA	NA	27115	NA	NA	NA	NA	NA	NA	11098	NA	57292	60496	NA	NA	NA	79796	NA	10020	643837	NA	NA
"316"	NA	NA	56130	NA	NA	9329	NA	NA	51147	NA	5170	NA	NA	NA	NA	NA	NA	9536	NA	NA	7775	84696	NA	56984	730	NA	NA	6789	379025	NA	NA	NA	NA	NA	NA	NA	317648	NA	NA	NA	NA	84516	9223	NA	NA	23387	NA	NA	NA	NA	NA	93487	43849	NA	359	1580	9690	NA	NA	85479	NA	NA	NA	NA	NA	NA	80723	NA	3568	2131	NA	NA	NA	79652	NA	54149	64755	NA	NA
"317"	NA	NA	319085	NA	NA	9689	NA	NA	8905	NA	10611	NA	NA	NA	NA	NA	NA	403340	NA	NA	11188	374900	NA	1910	5824	NA	NA	6867	23002	NA	NA	NA	NA	NA	NA	NA	25840	NA	NA	NA	NA	1716	5576	NA	NA	29068	NA	NA	NA	NA	NA	92922	51010	NA	10236	10209	170959	NA	NA	9440	NA	NA	NA	NA	NA	NA	83448	NA	56101	9650	NA	NA	NA	80183	NA	9925	56928	NA	NA
"318"	NA	NA	81550	NA	NA	2773	NA	NA	7257	NA	23743	NA	NA	NA	NA	NA	NA	118812	NA	NA	6732	100874182	NA	5469	5379	NA	NA	90624	57509	NA	NA	NA	NA	NA	NA	NA	5999	NA	NA	NA	NA	54442	8602	NA	NA	3320	NA	NA	NA	NA	NA	10036	56994	NA	6515	150223	4924	NA	NA	1298	NA	NA	NA	NA	NA	NA	51111	NA	2852	154761	NA	NA	NA	51021	NA	3119	23460	NA	NA
"319"	NA	NA	5664	NA	NA	57645	NA	NA	10018	NA	55061	NA	NA	NA	NA	NA	NA	10793	NA	NA	140890	101928476	NA	394	8165	NA	NA	10336	8662	NA	NA	NA	NA	NA	NA	NA	989	NA	NA	NA	NA	84437	7132	NA	NA	633	NA	NA	NA	NA	NA	23136	11264	NA	4222	3590	7840	NA	NA	7326	NA	NA	NA	NA	NA	NA	100287482	NA	7337	25939	NA	NA	NA	55334	NA	283209	10677	NA	NA
"320"	NA	NA	257019	NA	NA	23469	NA	NA	143503	NA	768206	NA	NA	NA	NA	NA	NA	51426	NA	NA	9794	286114	NA	390	10556	NA	NA	23499	4152	NA	NA	NA	NA	NA	NA	NA	146057	NA	NA	NA	NA	5621	5791	NA	NA	196528	NA	NA	NA	NA	NA	6546	2181	NA	3710	10614	5928	NA	NA	84067	NA	NA	NA	NA	NA	NA	728568	NA	858	64506	NA	NA	NA	112495	NA	5900	10919	NA	NA
"321"	NA	NA	23076	NA	NA	5494	NA	NA	84306	NA	27071	NA	NA	NA	NA	NA	NA	89970	NA	NA	7216	101927513	NA	55320	4329	NA	NA	9320	10390	NA	NA	NA	NA	NA	NA	NA	10513	NA	NA	NA	NA	4200	55374	NA	NA	22992	NA	NA	NA	NA	NA	22938	965	NA	28232	8828	133522	NA	NA	400960	NA	NA	NA	NA	NA	NA	1004	NA	1723	6168	NA	NA	NA	142891	NA	171023	8970	NA	NA
"322"	NA	NA	5251	NA	NA	26135	NA	NA	4297	NA	51573	NA	NA	NA	NA	NA	NA	85352	NA	NA	4800	80824	NA	9826	2878	NA	NA	55183	84895	NA	NA	NA	NA	NA	NA	NA	57234	NA	NA	NA	NA	290	55164	NA	NA	4140	NA	NA	NA	NA	NA	6628	285381	NA	6541	5781	1508	NA	NA	100129361	NA	NA	NA	NA	NA	NA	55107	NA	9260	5718	NA	NA	NA	5727	NA	51279	2639	NA	NA
"323"	NA	NA	5753	NA	NA	11108	NA	NA	1620	NA	9097	NA	NA	NA	NA	NA	NA	1781	NA	NA	9204	2528	NA	8507	4306	NA	NA	50999	54802	NA	NA	NA	NA	NA	NA	NA	631	NA	NA	NA	NA	55968	4771	NA	NA	NA	NA	NA	NA	NA	NA	84249	664	NA	4882	7447	112869	NA	NA	3375	NA	NA	NA	NA	NA	NA	1009	NA	6710	55737	NA	NA	NA	10904	NA	10745	8650	NA	NA
"324"	NA	NA	55127	NA	NA	54558	NA	NA	5128	NA	387921	NA	NA	NA	NA	NA	NA	6595	NA	NA	285521	100996385	NA	10040	9306	NA	NA	10499	9063	NA	NA	NA	NA	NA	NA	NA	339327	NA	NA	NA	NA	7042	152137	NA	NA	NA	NA	NA	NA	NA	NA	256302	55357	NA	9557	5793	79701	NA	NA	8720	NA	NA	NA	NA	NA	NA	83607	NA	9869	196527	NA	NA	NA	118487	NA	5031	130916	NA	NA
"325"	NA	NA	9139	NA	NA	23325	NA	NA	54629	NA	10982	NA	NA	NA	NA	NA	NA	57231	NA	NA	79027	26689	NA	23593	729582	NA	NA	1994	10087	NA	NA	NA	NA	NA	NA	NA	55814	NA	NA	NA	NA	65265	1453	NA	NA	NA	NA	NA	NA	NA	NA	11154	112464	NA	NA	10745	91949	NA	NA	102724689	NA	NA	NA	NA	NA	NA	221395	NA	57235	1182	NA	NA	NA	64145	NA	374378	1153	NA	NA
"326"	NA	NA	84083	NA	NA	85463	NA	NA	57532	NA	57188	NA	NA	NA	NA	NA	NA	101927703	NA	NA	7423	400128	NA	51234	83992	NA	NA	7109	149076	NA	NA	NA	NA	NA	NA	NA	146050	NA	NA	NA	NA	64135	7753	NA	NA	NA	NA	NA	NA	NA	NA	26524	53346	NA	NA	4976	10992	NA	NA	149297	NA	NA	NA	NA	NA	NA	154810	NA	3110	253558	NA	NA	NA	51003	NA	56937	80063	NA	NA
"327"	NA	NA	10458	NA	NA	6595	NA	NA	2113	NA	54813	NA	NA	NA	NA	NA	NA	7803	NA	NA	7593	101927539	NA	80303	9037	NA	NA	401466	51729	NA	NA	NA	NA	NA	NA	NA	25776	NA	NA	NA	NA	7408	28955	NA	NA	NA	NA	NA	NA	NA	NA	91526	4893	NA	NA	730092	8239	NA	NA	84448	NA	NA	NA	NA	NA	NA	79848	NA	317781	989	NA	NA	NA	192669	NA	9124	5600	NA	NA
"328"	NA	NA	101927752	NA	NA	1386	NA	NA	285147	NA	55701	NA	NA	NA	NA	NA	NA	51094	NA	NA	90799	9219	NA	342371	3779	NA	NA	8629	9218	NA	NA	NA	NA	NA	NA	NA	64979	NA	NA	NA	NA	64399	2040	NA	NA	NA	NA	NA	NA	NA	NA	90332	166929	NA	NA	6934	54813	NA	NA	9261	NA	NA	NA	NA	NA	NA	84962	NA	84720	10075	NA	NA	NA	9223	NA	9159	9854	NA	NA
"329"	NA	NA	60686	NA	NA	204851	NA	NA	89857	NA	8554	NA	NA	NA	NA	NA	NA	375759	NA	NA	254048	1656	NA	54998	152217	NA	NA	54832	84622	NA	NA	NA	NA	NA	NA	NA	57335	NA	NA	NA	NA	285386	64746	NA	NA	NA	NA	NA	NA	NA	NA	54760	9946	NA	NA	285672	283663	NA	NA	1746	NA	NA	NA	NA	NA	NA	54492	NA	2979	9765	NA	NA	NA	10921	NA	3071	124540	NA	NA
"330"	NA	NA	100507468	NA	NA	4069	NA	NA	55088	NA	59345	NA	NA	NA	NA	NA	NA	10990	NA	NA	163882	3594	NA	595	444	NA	NA	9693	2107	NA	NA	NA	NA	NA	NA	NA	25885	NA	NA	NA	NA	60485	29028	NA	NA	NA	NA	NA	NA	NA	NA	255330	5641	NA	NA	101927330	392465	NA	NA	400961	NA	NA	NA	NA	NA	NA	100506365	NA	6904	27292	NA	NA	NA	51241	NA	84861	30844	NA	NA
"331"	NA	NA	4071	NA	NA	4179	NA	NA	988	NA	54856	NA	NA	NA	NA	NA	NA	51101	NA	NA	55755	6367	NA	6845	64112	NA	NA	3298	NA	NA	NA	NA	NA	NA	NA	NA	84830	NA	NA	NA	NA	729515	55209	NA	NA	NA	NA	NA	NA	NA	NA	148103	2117	NA	NA	57488	9962	NA	NA	10098	NA	NA	NA	NA	NA	NA	2982	NA	130814	90293	NA	NA	NA	25873	NA	9021	57212	NA	NA
"332"	NA	NA	649446	NA	NA	113251	NA	NA	3839	NA	80176	NA	NA	NA	NA	NA	NA	5965	NA	NA	6229	7813	NA	6993	2653	NA	NA	9812	NA	NA	NA	NA	NA	NA	NA	NA	9759	NA	NA	NA	NA	4600	90624	NA	NA	NA	NA	NA	NA	NA	NA	79644	90843	NA	NA	79943	4641	NA	NA	100507602	NA	NA	NA	NA	NA	NA	4750	NA	55547	7884	NA	NA	NA	22929	NA	84221	139231	NA	NA
"333"	NA	NA	81570	NA	NA	1435	NA	NA	56477	NA	79442	NA	NA	NA	NA	NA	NA	4698	NA	NA	90594	1004	NA	101060691	23071	NA	NA	340085	NA	NA	NA	NA	NA	NA	NA	NA	10299	NA	NA	NA	NA	1385	2140	NA	NA	NA	NA	NA	NA	NA	NA	3428	89796	NA	NA	23583	79939	NA	NA	10142	NA	NA	NA	NA	NA	NA	347733	NA	10529	64975	NA	NA	NA	4695	NA	27122	116349	NA	NA
"334"	NA	NA	9653	NA	NA	857	NA	NA	8871	NA	6500	NA	NA	NA	NA	NA	NA	54978	NA	NA	23464	4628	NA	51715	114793	NA	NA	201799	NA	NA	NA	NA	NA	NA	NA	NA	1803	NA	NA	NA	NA	10652	4175	NA	NA	NA	NA	NA	NA	NA	NA	79365	79837	NA	NA	54583	22809	NA	NA	25792	NA	NA	NA	NA	NA	NA	164284	NA	23223	NA	NA	NA	NA	55812	NA	355	28964	NA	NA
"335"	NA	NA	374868	NA	NA	10203	NA	NA	23357	NA	5164	NA	NA	NA	NA	NA	NA	6745	NA	NA	23369	100289255	NA	54891	81553	NA	NA	202018	NA	NA	NA	NA	NA	NA	NA	NA	80174	NA	NA	NA	NA	55055	222194	NA	NA	NA	NA	NA	NA	NA	NA	84267	59338	NA	NA	43847	5521	NA	NA	58525	NA	NA	NA	NA	NA	NA	1278	NA	4168	NA	NA	NA	NA	78991	NA	7707	4841	NA	NA
"336"	NA	NA	285352	NA	NA	83941	NA	NA	9863	NA	79611	NA	NA	NA	NA	NA	NA	23184	NA	NA	7699	8085	NA	79583	55283	NA	NA	1810	NA	NA	NA	NA	NA	NA	NA	NA	5218	NA	NA	NA	NA	6948	10741	NA	NA	NA	NA	NA	NA	NA	NA	10978	55754	NA	NA	10057	26036	NA	NA	6728	NA	NA	NA	NA	NA	NA	6558	NA	55248	NA	NA	NA	NA	80851	NA	55890	84541	NA	NA
"337"	NA	NA	55668	NA	NA	57146	NA	NA	8878	NA	55862	NA	NA	NA	NA	NA	NA	132	NA	NA	8844	2994	NA	334	7263	NA	NA	26057	NA	NA	NA	NA	NA	NA	NA	NA	3500	NA	NA	NA	NA	29103	54205	NA	NA	NA	NA	NA	NA	NA	NA	8731	283	NA	NA	301	1438	NA	NA	10432	NA	NA	NA	NA	NA	NA	389792	NA	26148	NA	NA	NA	NA	100131211	NA	23670	221545	NA	NA
"338"	NA	NA	765	NA	NA	51232	NA	NA	8439	NA	22875	NA	NA	NA	NA	NA	NA	25923	NA	NA	9328	26716	NA	255488	9868	NA	NA	2590	NA	NA	NA	NA	NA	NA	NA	NA	100996286	NA	NA	NA	NA	6667	9489	NA	NA	NA	NA	NA	NA	NA	NA	55010	4343	NA	NA	7049	55187	NA	NA	84271	NA	NA	NA	NA	NA	NA	2355	NA	27132	NA	NA	NA	NA	6251	NA	57171	399900	NA	NA
"339"	NA	NA	100506475	NA	NA	57092	NA	NA	117178	NA	5549	NA	NA	NA	NA	NA	NA	1915	NA	NA	10521	2917	NA	55893	201895	NA	NA	6146	NA	NA	NA	NA	NA	NA	NA	NA	63934	NA	NA	NA	NA	5781	55679	NA	NA	NA	NA	NA	NA	NA	NA	3092	139596	NA	NA	91298	51368	NA	NA	80237	NA	NA	NA	NA	NA	NA	4885	NA	9496	NA	NA	NA	NA	2042	NA	6004	80765	NA	NA
"340"	NA	NA	1303	NA	NA	57606	NA	NA	92912	NA	57118	NA	NA	NA	NA	NA	NA	10730	NA	NA	5863	57715	NA	84445	10066	NA	NA	81844	NA	NA	NA	NA	NA	NA	NA	NA	57551	NA	NA	NA	NA	9636	7593	NA	NA	NA	NA	NA	NA	NA	NA	101928978	83939	NA	NA	54927	5719	NA	NA	27034	NA	NA	NA	NA	NA	NA	57125	NA	50487	NA	NA	NA	NA	23043	NA	80347	133923	NA	NA
"341"	NA	NA	8355	NA	NA	57062	NA	NA	79817	NA	11096	NA	NA	NA	NA	NA	NA	25797	NA	NA	57513	54960	NA	3207	116071	NA	NA	11227	NA	NA	NA	NA	NA	NA	NA	NA	64768	NA	NA	NA	NA	79745	2919	NA	NA	NA	NA	NA	NA	NA	NA	64218	51249	NA	NA	51341	4756	NA	NA	79039	NA	NA	NA	NA	NA	NA	7058	NA	56979	NA	NA	NA	NA	8841	NA	10598	27040	NA	NA
